peak,chr,start,end,summit,category,location
peak_135420,6,1207888,1207985,1207948,Other,Other region
peak_135422,6,1244921,1245139,1245013,Other,Other region
peak_135423,6,1246078,1246179,1246117,Other,Other region
peak_135426b,6,1263953,1264155,1264068,Other,Other region
peak_135428,6,1274223,1274358,1274284,Group 1,Other region
peak_135432a,6,1292376,1292750,1292561,Group 2,Active enhancer
peak_135434,6,1298711,1298802,1298761,Other,Other region
peak_135440,6,1348029,1348123,1348082,Other,Other region
peak_135441,6,1348838,1348961,1348896,Other,Other region
peak_135449,6,1377383,1377519,1377471,Group 1,Other region
peak_135450,6,1380030,1380182,1380085,Other,Other region
peak_135454,6,1387514,1387748,1387595,Group 1,Active enhancer
peak_135456,6,1389356,1389718,1389535,Other,Active enhancer
peak_135460,6,1419048,1419243,1419159,Group 2,Other region
peak_135464,6,1445332,1445534,1445415,Group 1,Other region
peak_135470,6,1471421,1471529,1471466,Other,Active enhancer
peak_135471,6,1471881,1472197,1472047,Group 2,Active enhancer
peak_135473,6,1473054,1473167,1473115,Other,Active enhancer
peak_135474,6,1473276,1473456,1473388,Other,Active enhancer
peak_135480,6,1514721,1514860,1514790,Other,Promoter
peak_135482,6,1528190,1528383,1528297,Other,Other region
peak_135484,6,1541558,1541669,1541606,Other,Other region
peak_135486,6,1553264,1553420,1553331,Other,Promoter
peak_135487,6,1565770,1565859,1565813,Other,Promoter
peak_135489,6,1570887,1571115,1571010,Group 2,Other region
peak_135490,6,1581172,1581355,1581271,Other,Other region
peak_135491,6,1581765,1581899,1581848,Other,Other region
peak_135495,6,1590968,1591156,1591061,Other,Promoter
peak_135501,6,1636050,1636161,1636090,Other,Other region
peak_135504,6,1659577,1659676,1659629,Other,Other region
peak_135515,6,1702940,1703158,1703059,Group 2,Other region
peak_135519,6,1713074,1713293,1713193,Group 2,Other region
peak_135523b,6,1737650,1737786,1737743,Other,Other region
peak_135525,6,1749462,1749570,1749501,Other,Other region
peak_135526,6,1750973,1751078,1751026,Other,Other region
peak_135528,6,1762092,1762240,1762170,Other,Promoter
peak_135529,6,1762901,1763042,1762957,Group 2,Active enhancer
peak_135533b,6,1773695,1773872,1773818,Other,Active enhancer
peak_135537,6,1808686,1808845,1808765,Other,Other region
peak_135538,6,1809533,1809709,1809639,Other,Active enhancer
peak_135539,6,1814739,1814867,1814822,Group 2,Promoter
peak_135540,6,1815045,1815367,1815142,Group 2,Active enhancer
peak_135541,6,1817631,1817729,1817694,Group 2,Active enhancer
peak_135542,6,1819793,1819949,1819845,Other,Promoter
peak_135544,6,1820289,1820505,1820432,Other,Promoter
peak_135546,6,1828211,1828504,1828334,Group 1,Active enhancer
peak_135547,6,1835887,1835981,1835929,Other,Active enhancer
peak_135551,6,1863187,1863461,1863332,Other,Promoter
peak_135552b,6,1868766,1869079,1868979,Other,Other region
peak_135553d,6,1869208,1869733,1869679,Other,Other region
peak_135554,6,1879787,1879972,1879898,Upregulated,Other region
peak_135560,6,1913006,1913164,1913078,Group 2,Other region
peak_135562,6,1924029,1924195,1924101,Other,Other region
peak_135566,6,1966272,1966382,1966346,Other,Other region
peak_135572,6,1983095,1983188,1983142,Other,Other region
peak_135573,6,2007448,2007531,2007490,Other,Active enhancer
peak_135574,6,2010342,2010455,2010404,Other,Active enhancer
peak_135576,6,2021639,2021861,2021782,Group 1,Active enhancer
peak_135577,6,2024194,2024443,2024284,Group 1,Active enhancer
peak_135582,6,2057408,2057652,2057580,Other,Other region
peak_135583,6,2063375,2063518,2063442,Other,Other region
peak_135587,6,2093256,2093411,2093326,Other,Promoter
peak_135588,6,2099400,2099543,2099470,Other,Other region
peak_135595,6,2125936,2126115,2126045,Other,Other region
peak_135597,6,2133729,2133881,2133780,Other,Promoter
peak_135600,6,2145315,2145501,2145453,Other,Active enhancer
peak_135601,6,2162520,2162710,2162619,Group 2,Promoter
peak_135605,6,2171917,2172116,2172037,Other,Promoter
peak_135606,6,2174255,2174387,2174320,Other,Promoter
peak_135616,6,2222679,2222792,2222739,Other,Promoter
peak_135622a,6,2271180,2271791,2271288,Other,Promoter
peak_135626a,6,2304504,2305013,2304566,Group 1,Other region
peak_135631,6,2322721,2322955,2322872,Group 2,Other region
peak_135633,6,2340826,2340955,2340903,Group 1,Active enhancer
peak_135636,6,2370204,2370419,2370270,Other,Other region
peak_135637,6,2371913,2372025,2371959,Other,Other region
peak_135644a,6,2411840,2412251,2411908,Other,Other region
peak_135645,6,2417039,2417253,2417121,Other,Active enhancer
peak_135653,6,2454442,2454613,2454494,Other,Promoter
peak_135667,6,2515307,2515469,2515392,Other,Other region
peak_135669,6,2524727,2524863,2524771,Other,Other region
peak_135675,6,2565479,2565649,2565568,Other,Other region
peak_135676,6,2572100,2572218,2572165,Other,Other region
peak_135680,6,2586509,2586665,2586577,Other,Other region
peak_135682,6,2592886,2592988,2592936,Other,Other region
peak_135683,6,2595155,2595391,2595286,Other,Other region
peak_135684,6,2605599,2605744,2605681,Upregulated,Other region
peak_135689,6,2627109,2627342,2627283,Other,Promoter
peak_135690,6,2627467,2627569,2627515,Other,Promoter
peak_135692,6,2645110,2645232,2645164,Other,Other region
peak_135695,6,2704084,2704329,2704200,Other,Other region
peak_135709,6,2873280,2873498,2873373,Group 2,Other region
peak_135712,6,2905987,2906085,2906042,Other,Other region
peak_135718,6,2951460,2951670,2951533,Other,Promoter
peak_135719,6,2961513,2961673,2961600,Other,Other region
peak_135728,6,3024492,3024658,3024583,Group 2,Other region
peak_135729,6,3028470,3028600,3028535,Other,Other region
peak_135731,6,3045870,3046089,3045989,Other,Other region
peak_135736,6,3093303,3093512,3093387,Other,Other region
peak_135744,6,3235810,3235944,3235886,Other,Other region
peak_135751,6,3264573,3264702,3264623,Other,Other region
peak_135754,6,3280794,3280992,3280892,Other,Promoter
peak_135759,6,3296622,3296776,3296723,Other,Other region
peak_135763,6,3334342,3334496,3334403,Other,Promoter
peak_135764b,6,3334558,3334856,3334784,Other,Promoter
peak_135768,6,3424595,3424920,3424663,Other,Other region
peak_135769,6,3441194,3441369,3441307,Other,Other region
peak_135775,6,3473583,3473685,3473620,Other,Promoter
peak_135780,6,3507329,3507475,3507397,Other,Promoter
peak_135781,6,3514494,3514631,3514549,Other,Promoter
peak_135782,6,3516690,3516897,3516762,Upregulated,Promoter
peak_135785,6,3549737,3550049,3549788,Other,Active enhancer
peak_135789,6,3566461,3566657,3566569,Other,Other region
peak_135790,6,3570489,3570627,3570547,Other,Other region
peak_135791,6,3572263,3572417,3572348,Other,Other region
peak_135792,6,3573703,3573871,3573780,Other,Promoter
peak_135798,6,3599434,3599695,3599563,Group 2,Other region
peak_135799,6,3600660,3600854,3600726,Group 2,Other region
peak_135807,6,3693328,3693483,3693423,Other,Promoter
peak_135810,6,3710531,3710727,3710638,Other,Promoter
peak_135813,6,3716011,3716095,3716051,Other,Active enhancer
peak_135814,6,3716974,3717076,3717025,Other,Promoter
peak_135817,6,3730889,3731141,3730967,Other,Promoter
peak_135818,6,3734660,3734830,3734723,Group 1,Active enhancer
peak_135819,6,3736587,3736728,3736639,Other,Active enhancer
peak_135820a,6,3753319,3753572,3753419,Other,Other region
peak_135822,6,3764301,3764467,3764356,Other,Other region
peak_135823,6,3781416,3781636,3781527,Group 2,Active enhancer
peak_135824,6,3781788,3781910,3781834,Other,Active enhancer
peak_135827,6,3815895,3816033,3815967,Upregulated,Promoter
peak_135828,6,3816173,3816299,3816255,Other,Promoter
peak_135831,6,3830103,3830220,3830161,Other,Other region
peak_135832,6,3831011,3831110,3831056,Other,Other region
peak_135834,6,3834167,3834372,3834209,Other,Promoter
peak_135838,6,3846881,3847124,3846987,Other,Other region
peak_135839,6,3850283,3850490,3850353,Other,Other region
peak_135840,6,3860588,3860688,3860644,Other,Other region
peak_135842,6,3863953,3864086,3864035,Other,Promoter
peak_135844,6,3869849,3869977,3869912,Other,Other region
peak_135845,6,3871672,3871753,3871704,Other,Other region
peak_135846,6,3879072,3879340,3879178,Other,Other region
peak_135848,6,3894008,3894247,3894164,Group 2,Active enhancer
peak_135852c,6,3924449,3924798,3924696,Upregulated,Promoter
peak_135853,6,3932323,3932461,3932408,Other,Other region
peak_135855,6,3933984,3934114,3934051,Upregulated,Other region
peak_135857,6,3941546,3941637,3941582,Other,Other region
peak_135864,6,3982713,3982885,3982774,Other,Promoter
peak_135865,6,3998122,3998256,3998198,Other,Promoter
peak_135867,6,4006938,4007074,4007015,Other,Other region
peak_135869,6,4016290,4016484,4016426,Other,Other region
peak_135870,6,4016984,4017137,4017036,Other,Other region
peak_135871,6,4033817,4034024,4033912,Other,Promoter
peak_135876,6,4061699,4061900,4061809,Group 1,Active enhancer
peak_135880,6,4142467,4142609,4142519,Other,Other region
peak_135882,6,4152877,4152996,4152914,Group 1,Other region
peak_135884b,6,4161217,4161514,4161464,Other,Promoter
peak_135885,6,4161586,4161843,4161764,Other,Active enhancer
peak_135887,6,4174258,4174349,4174301,Other,Other region
peak_135888b,6,4176364,4176594,4176479,Other,Other region
peak_135890,6,4185680,4185851,4185750,Other,Other region
peak_135892a,6,4191339,4191614,4191398,Other,Other region
peak_135894,6,4203319,4203459,4203386,Other,Other region
peak_135900,6,4228453,4228581,4228528,Other,Promoter
peak_135902,6,4236729,4236926,4236823,Other,Other region
peak_135906,6,4246436,4246555,4246497,Other,Other region
peak_135907,6,4248225,4248403,4248311,Group 1,Other region
peak_135909,6,4251675,4251933,4251767,Other,Active enhancer
peak_135911,6,4255815,4255897,4255856,Other,Promoter
peak_135912,6,4256957,4257077,4256994,Group 1,Other region
peak_135923,6,4294048,4294166,4294101,Other,Other region
peak_135929,6,4311943,4312068,4312006,Group 2,Other region
peak_135933,6,4334632,4334744,4334692,Other,Active enhancer
peak_135936,6,4363353,4363420,4363389,Other,Other region
peak_135937,6,4364991,4365150,4365071,Other,Other region
peak_135939,6,4371012,4371161,4371067,Other,Promoter
peak_135940,6,4371257,4371406,4371327,Other,Promoter
peak_135944,6,4390614,4390710,4390669,Other,Other region
peak_135947,6,4402717,4402827,4402773,Group 2,Other region
peak_135950,6,4418222,4418454,4418346,Other,Active enhancer
peak_135952,6,4443780,4443933,4443841,Other,Other region
peak_135953,6,4444711,4444857,4444753,Group 1,Other region
peak_135962,6,4524322,4524449,4524382,Other,Other region
peak_135963,6,4528899,4529027,4528961,Other,Promoter
peak_135964,6,4529837,4529977,4529916,Other,Active enhancer
peak_135966,6,4539847,4540258,4540017,Other,Promoter
peak_135970,6,4545180,4545282,4545214,Other,Other region
peak_135971,6,4547559,4547705,4547624,Other,Other region
peak_135975,6,4562551,4562722,4562591,Other,Other region
peak_135976a,6,4569996,4570404,4570084,Other,Other region
peak_135985,6,4611669,4611764,4611712,Group 2,Other region
peak_135986,6,4612789,4612989,4612888,Group 1,Other region
peak_135989b,6,4625409,4625803,4625563,Other,Active enhancer
peak_135992,6,4653720,4653853,4653798,Other,Active enhancer
peak_135997,6,4669709,4669835,4669780,Group 1,Active enhancer
peak_135998,6,4681657,4681834,4681745,Group 1,Other region
peak_136004,6,4765826,4765953,4765890,Other,Other region
peak_136008,6,4791306,4791482,4791416,Other,Other region
peak_136009,6,4793148,4793282,4793193,Other,Active enhancer
peak_136011a,6,4801841,4802063,4801906,Group 2,Other region
peak_136012,6,4806231,4806346,4806278,Other,Other region
peak_136014,6,4818547,4818793,4818691,Group 2,Other region
peak_136022,6,4871765,4871950,4871874,Other,Other region
peak_136023,6,4872680,4872924,4872808,Other,Promoter
peak_136035b,6,5020957,5021339,5021086,Group 1,Other region
peak_136040,6,5054609,5054779,5054668,Group 1,Other region
peak_136044,6,5078773,5078950,5078872,Group 2,Active enhancer
peak_136046,6,5095617,5095871,5095739,Group 2,Active enhancer
peak_136051,6,5172531,5172672,5172608,Other,Other region
peak_136052,6,5172781,5172933,5172864,Other,Other region
peak_136053,6,5204057,5204475,5204192,Other,Active enhancer
peak_136056,6,5228619,5228814,5228677,Group 1,Active enhancer
peak_136067,6,5411403,5411491,5411445,Other,Other region
peak_136074,6,5536934,5537154,5537055,Other,Other region
peak_136076,6,5602087,5602247,5602191,Other,Other region
peak_136077,6,5621825,5622024,5621956,Other,Other region
peak_136087b,6,5723365,5723640,5723505,Group 1,Active enhancer
peak_136089,6,5728132,5728256,5728174,Group 1,Other region
peak_136090,6,5737572,5737806,5737703,Group 1,Other region
peak_136091b,6,5750646,5750936,5750832,Other,Other region
peak_136095a,6,5766471,5766634,5766508,Group 1,Active enhancer
peak_136097,6,5768410,5768599,5768461,Group 1,Active enhancer
peak_136113,6,6132267,6132423,6132360,Group 1,Other region
peak_136114,6,6135146,6135250,6135197,Other,Other region
peak_136119,6,6185120,6185264,6185184,Other,Active enhancer
peak_136121a,6,6198676,6198901,6198739,Group 1,Other region
peak_136122a,6,6200296,6200676,6200366,Other,Promoter
peak_136125,6,6220637,6220782,6220722,Other,Active enhancer
peak_136127a,6,6228492,6228858,6228631,Other,Other region
peak_136132,6,6243972,6244107,6244052,Other,Other region
peak_136134,6,6248751,6248920,6248823,Other,Promoter
peak_136136,6,6258384,6258692,6258561,Other,Promoter
peak_136137,6,6260705,6260878,6260765,Group 1,Other region
peak_136138,6,6263822,6263908,6263853,Other,Active enhancer
peak_136140,6,6269255,6269400,6269326,Other,Other region
peak_136141,6,6270628,6270772,6270725,Other,Promoter
peak_136143,6,6284509,6284668,6284588,Other,Other region
peak_136146,6,6291830,6291927,6291875,Other,Other region
peak_136147,6,6295412,6295558,6295476,Other,Promoter
peak_136148,6,6308930,6309030,6308988,Group 1,Other region
peak_136149,6,6317743,6317955,6317861,Group 1,Active enhancer
peak_136152a,6,6340118,6340387,6340173,Group 1,Active enhancer
peak_136156,6,6366821,6366907,6366861,Other,Other region
peak_136157,6,6383240,6383432,6383364,Other,Other region
peak_136158,6,6384576,6384700,6384638,Other,Other region
peak_136160,6,6386669,6386766,6386709,Other,Promoter
peak_136166d,6,6451536,6451955,6451897,Group 1,Active enhancer
peak_136170,6,6471503,6471691,6471618,Group 1,Active enhancer
peak_136171,6,6477046,6477153,6477115,Other,Other region
peak_136173,6,6487367,6487491,6487427,Other,Promoter
peak_136174,6,6487843,6487973,6487918,Other,Promoter
peak_136175,6,6490867,6491070,6490931,Other,Promoter
peak_136189,6,6623573,6623720,6623639,Other,Other region
peak_136193,6,6662450,6662581,6662505,Other,Promoter
peak_136195,6,6673254,6673397,6673300,Other,Promoter
peak_136196,6,6673544,6673780,6673703,Other,Promoter
peak_136206,6,6775944,6776045,6776007,Other,Promoter
peak_136207,6,6778982,6779157,6779081,Other,Promoter
peak_136208b,6,6789399,6789556,6789490,Other,Promoter
peak_136211,6,6802449,6802622,6802505,Other,Promoter
peak_136212,6,6802897,6803002,6802939,Other,Promoter
peak_136220a,6,6850978,6851252,6851044,Other,Promoter
peak_136224,6,6866747,6866961,6866879,Group 1,Other region
peak_136225,6,6879467,6879607,6879529,Group 2,Promoter
peak_136226,6,6879964,6880132,6880068,Other,Promoter
peak_136229,6,6902510,6902669,6902614,Other,Other region
peak_136231,6,6924270,6924545,6924442,Other,Promoter
peak_136238,6,6974594,6974714,6974647,Other,Active enhancer
peak_136239,6,6975377,6975578,6975443,Other,Active enhancer
peak_136240,6,6976049,6976323,6976145,Other,Promoter
peak_136241,6,6988852,6989132,6988972,Group 1,Active enhancer
peak_136244,6,7013057,7013231,7013135,Other,Active enhancer
peak_136246,6,7040428,7040691,7040604,Other,Active enhancer
peak_136247,6,7052354,7052466,7052411,Other,Promoter
peak_136251c,6,7082189,7082580,7082513,Other,Promoter
peak_136252,6,7105367,7105465,7105421,Other,Other region
peak_136257,6,7123104,7123249,7123188,Other,Promoter
peak_136258,6,7123972,7124069,7124013,Other,Promoter
peak_136261,6,7141855,7141974,7141916,Other,Active enhancer
peak_136264,6,7178386,7178483,7178437,Other,Active enhancer
peak_136265b,6,7179067,7179392,7179283,Group 1,Active enhancer
peak_136267,6,7199211,7199372,7199266,Group 1,Other region
peak_136274,6,7249410,7249597,7249482,Other,Promoter
peak_136275,6,7250757,7250840,7250799,Other,Promoter
peak_136276,6,7251656,7252049,7251788,Group 2,Active enhancer
peak_136282,6,7295185,7295343,7295290,Group 1,Active enhancer
peak_136283,6,7295733,7295838,7295779,Group 1,Active enhancer
peak_136287,6,7322178,7322309,7322247,Other,Promoter
peak_136288,6,7322443,7322671,7322516,Other,Promoter
peak_136290,6,7394863,7395057,7394967,Other,Active enhancer
peak_136292,6,7414134,7414317,7414212,Other,Promoter
peak_136300,6,7437671,7437794,7437726,Other,Active enhancer
peak_136301,6,7438693,7438867,7438754,Other,Promoter
peak_136302,6,7440867,7441014,7440937,Other,Other region
peak_136306,6,7466109,7466212,7466150,Other,Promoter
peak_136308,6,7484999,7485171,7485070,Other,Other region
peak_136312,6,7511703,7511969,7511770,Other,Other region
peak_136313,6,7533570,7533765,7533650,Other,Promoter
peak_136314,6,7533839,7533973,7533906,Other,Promoter
peak_136315,6,7534101,7534253,7534162,Other,Promoter
peak_136316,6,7552909,7553140,7553031,Other,Promoter
peak_136318,6,7563489,7563599,7563554,Group 1,Other region
peak_136322,6,7666117,7666260,7666188,Upregulated,Other region
peak_136324,6,7680443,7680578,7680516,Other,Other region
peak_136325a,6,7686075,7686378,7686143,Other,Promoter
peak_136326,6,7686557,7686783,7686704,Other,Promoter
peak_136333a,6,7711520,7711818,7711601,Other,Promoter
peak_136334,6,7713398,7713490,7713444,Other,Other region
peak_136337,6,7720289,7720558,7720345,Other,Promoter
peak_136339,6,7732648,7732981,7732911,Group 1,Active enhancer
peak_136341,6,7734978,7735176,7735135,Other,Promoter
peak_136343,6,7771553,7771718,7771631,Group 1,Other region
peak_136344,6,7776035,7776137,7776081,Other,Promoter
peak_136346,6,7776581,7776733,7776657,Other,Promoter
peak_136347,6,7778084,7778190,7778149,Group 1,Other region
peak_136353,6,7819912,7820032,7819975,Other,Other region
peak_136357,6,7854804,7854944,7854859,Other,Other region
peak_136371,6,8087690,8087834,8087765,Other,Active enhancer
peak_136372,6,8096832,8097154,8096890,Group 1,Active enhancer
peak_136375,6,8106030,8106140,8106091,Other,Active enhancer
peak_136378,6,8108823,8108935,8108893,Other,Other region
peak_136381,6,8123432,8123588,8123465,Other,Other region
peak_136385,6,8133673,8133857,8133767,Other,Active enhancer
peak_136388,6,8151774,8151973,8151858,Other,Other region
peak_136391b,6,8158971,8159183,8159144,Group 2,Active enhancer
peak_136392,6,8165978,8166264,8166133,Other,Active enhancer
peak_136393b,6,8172037,8172351,8172217,Other,Promoter
peak_136395,6,8172762,8172899,8172830,Other,Active enhancer
peak_136399,6,8207500,8207612,8207565,Other,Active enhancer
peak_136403,6,8237295,8237461,8237361,Other,Promoter
peak_136412,6,8310906,8311114,8311015,Other,Promoter
peak_136415,6,8339119,8339336,8339176,Other,Promoter
peak_136416,6,8339528,8339718,8339650,Other,Promoter
peak_136420,6,8391500,8391675,8391581,Other,Promoter
peak_136423,6,8407366,8407481,8407432,Other,Promoter
peak_136424f,6,8420790,8421750,8421609,Group 2,Active enhancer
peak_136428,6,8466670,8466810,8466747,Other,Promoter
peak_136430,6,8493427,8493615,8493499,Other,Other region
peak_136432,6,8580838,8581020,8580934,Other,Promoter
peak_136434,6,8593855,8593987,8593920,Other,Other region
peak_136435b,6,8597234,8597529,8597457,Other,Promoter
peak_136436b,6,8597687,8597829,8597789,Other,Promoter
peak_136442,6,8652905,8653030,8652970,Upregulated,Active enhancer
peak_136445,6,8674520,8674679,8674635,Other,Other region
peak_136446,6,8703690,8703845,8703753,Other,Active enhancer
peak_136448,6,8704504,8704781,8704637,Other,Promoter
peak_136450,6,8725698,8725911,8725813,Other,Other region
peak_136453,6,8734895,8735084,8734981,Group 2,Active enhancer
peak_136455,6,8736770,8736928,8736851,Other,Promoter
peak_136459,6,8804281,8804435,8804353,Group 1,Other region
peak_136462,6,8837303,8837412,8837347,Other,Other region
peak_136465,6,8864838,8865018,8864940,Other,Promoter
peak_136466,6,8865179,8865410,8865344,Upregulated,Promoter
peak_136469,6,8965251,8965461,8965365,Group 1,Other region
peak_136470c,6,8974974,8975273,8975159,Group 1,Active enhancer
peak_136474,6,9060119,9060270,9060186,Group 1,Other region
peak_136475,6,9064261,9064456,9064352,Group 1,Other region
peak_136476b,6,9103787,9104202,9104092,Other,Other region
peak_136477,6,9106915,9107074,9107009,Other,Promoter
peak_136478,6,9130911,9131035,9130987,Other,Promoter
peak_136481,6,9142499,9142701,9142563,Group 1,Promoter
peak_136485,6,9191871,9192004,9191935,Other,Promoter
peak_136490,6,9204100,9204256,9204187,Other,Promoter
peak_136491,6,9220546,9220732,9220594,Other,Other region
peak_136493,6,9228434,9228577,9228524,Other,Other region
peak_136494,6,9236259,9236365,9236296,Other,Promoter
peak_136499,6,9282142,9282330,9282228,Other,Promoter
peak_136500,6,9289846,9290039,9289961,Other,Promoter
peak_136501,6,9290138,9290307,9290201,Other,Promoter
peak_136503,6,9340469,9340595,9340524,Other,Other region
peak_136504,6,9361829,9361970,9361875,Group 1,Other region
peak_136507,6,9389628,9389844,9389752,Group 1,Other region
peak_136508,6,9390510,9390643,9390576,Other,Other region
peak_136513,6,9421171,9421359,9421231,Other,Promoter
peak_136515,6,9424361,9424653,9424498,Other,Active enhancer
peak_136524,6,9509717,9509830,9509795,Group 1,Other region
peak_136527,6,9533327,9533491,9533432,Group 2,Active enhancer
peak_136531,6,9565470,9565704,9565590,Other,Promoter
peak_136532,6,9580385,9580578,9580500,Group 1,Active enhancer
peak_136533a,6,9581384,9581785,9581496,Other,Promoter
peak_136534,6,9581914,9582091,9582005,Other,Promoter
peak_136535,6,9630035,9630184,9630091,Other,Promoter
peak_136536,6,9646191,9646311,9646240,Other,Promoter
peak_136538,6,9671588,9671718,9671657,Other,Other region
peak_136540,6,9676004,9676144,9676073,Other,Promoter
peak_136541,6,9677300,9677493,9677425,Other,Promoter
peak_136542,6,9692585,9692774,9692710,Upregulated,Active enhancer
peak_136544,6,9707488,9707761,9707628,Other,Promoter
peak_136546,6,9713372,9713542,9713445,Group 1,Active enhancer
peak_136549b,6,9726637,9727110,9726846,Group 2,Active enhancer
peak_136551,6,9730404,9730536,9730463,Group 1,Active enhancer
peak_136552a,6,9733406,9733625,9733489,Group 1,Active enhancer
peak_136559b,6,9776798,9776968,9776920,Group 1,Active enhancer
peak_136560b,6,9777493,9777780,9777674,Group 1,Active enhancer
peak_136568,6,9898579,9898720,9898666,Other,Promoter
peak_136570,6,9943646,9943783,9943679,Other,Other region
peak_136571,6,9951701,9951908,9951805,Other,Promoter
peak_136574,6,9964407,9964576,9964506,Other,Other region
peak_136575b,6,9969086,9969291,9969234,Other,Other region
peak_136582,6,10005823,10005923,10005864,Other,Other region
peak_136587,6,10026180,10026300,10026239,Other,Active enhancer
peak_136588,6,10026777,10026921,10026840,Other,Promoter
peak_136589,6,10034481,10034609,10034548,Other,Promoter
peak_136591,6,10037184,10037350,10037260,Upregulated,Promoter
peak_136592b,6,10047330,10047565,10047477,Other,Other region
peak_136597,6,10090937,10091071,10091010,Other,Promoter
peak_136598,6,10093871,10093983,10093929,Other,Promoter
peak_136599,6,10094071,10094201,10094146,Other,Promoter
peak_136605,6,10131918,10132095,10132034,Other,Other region
peak_136606,6,10133538,10133627,10133581,Other,Other region
peak_136608,6,10168748,10168935,10168850,Other,Promoter
peak_136610,6,10242639,10242763,10242699,Other,Other region
peak_136611,6,10243049,10243191,10243145,Other,Other region
peak_136613,6,10319685,10319815,10319761,Other,Other region
peak_136614,6,10321408,10321648,10321501,Other,Other region
peak_136615,6,10323624,10323760,10323702,Other,Other region
peak_136616,6,10323923,10324070,10323977,Other,Other region
peak_136618,6,10334333,10334478,10334411,Other,Promoter
peak_136619,6,10338764,10338923,10338816,Other,Promoter
peak_136622,6,10354680,10354831,10354738,Other,Active enhancer
peak_136624,6,10366897,10367024,10366944,Other,Other region
peak_136625,6,10371453,10371665,10371554,Group 2,Other region
peak_136627,6,10377061,10377191,10377115,Other,Active enhancer
peak_136630,6,10378586,10378766,10378672,Other,Other region
peak_136637,6,10449568,10449807,10449668,Other,Promoter
peak_136642,6,10570618,10570698,10570647,Other,Other region
peak_136643,6,10675380,10675512,10675428,Other,Other region
peak_136644,6,10692684,10692784,10692723,Other,Promoter
peak_136645,6,10692932,10693094,10692988,Other,Promoter
peak_136650,6,10702522,10702625,10702580,Other,Other region
peak_136654,6,10715056,10715185,10715127,Other,Promoter
peak_136655,6,10722169,10722325,10722256,Other,Other region
peak_136656,6,10727113,10727533,10727228,Other,Promoter
peak_136657,6,10728011,10728270,10728106,Other,Promoter
peak_136658,6,10740115,10740302,10740193,Other,Promoter
peak_136660,6,10780681,10780927,10780819,Other,Promoter
peak_136665,6,10809466,10809688,10809616,Other,Promoter
peak_136671,6,10835793,10835931,10835861,Other,Promoter
peak_136675,6,10865659,10865783,10865732,Other,Other region
peak_136676,6,10867941,10868037,10867973,Other,Other region
peak_136678,6,10871622,10871746,10871691,Upregulated,Promoter
peak_136679,6,10871865,10872012,10871938,Other,Promoter
peak_136680,6,10877045,10877154,10877099,Other,Other region
peak_136681,6,10902776,10902990,10902880,Other,Promoter
peak_136682,6,10903384,10903583,10903470,Other,Promoter
peak_136685,6,10912294,10912558,10912440,Other,Promoter
peak_136688,6,10916511,10916728,10916609,Other,Other region
peak_136690,6,10922412,10922565,10922478,Group 2,Other region
peak_136695,6,11066568,11066717,11066670,Other,Active enhancer
peak_136697,6,11073279,11073414,11073340,Other,Promoter
peak_136698,6,11073719,11073917,11073820,Other,Promoter
peak_136702,6,11091437,11091599,11091527,Other,Promoter
peak_136707,6,11112895,11113032,11112975,Other,Promoter
peak_136709,6,11146004,11146077,11146039,Other,Other region
peak_136715,6,11226454,11226561,11226505,Other,Other region
peak_136719,6,11249908,11250028,11249973,Other,Promoter
peak_136721,6,11256307,11256511,11256425,Group 1,Active enhancer
peak_136723,6,11261960,11262108,11262059,Other,Other region
peak_136724,6,11269663,11269898,11269723,Other,Active enhancer
peak_136726,6,11276792,11276924,11276862,Other,Other region
peak_136728,6,11288186,11288274,11288234,Other,Other region
peak_136730,6,11298425,11298521,11298467,Other,Other region
peak_136733,6,11352953,11353059,11353013,Other,Other region
peak_136736,6,11362848,11363078,11362984,Other,Promoter
peak_136737,6,11365466,11365627,11365541,Other,Other region
peak_136740,6,11397104,11397310,11397167,Other,Promoter
peak_136741,6,11397456,11397621,11397526,Other,Promoter
peak_136744,6,11417838,11418033,11417942,Other,Other region
peak_136745,6,11453082,11453303,11453204,Other,Active enhancer
peak_136746,6,11466994,11467141,11467083,Other,Other region
peak_136748,6,11504387,11504525,11504470,Other,Other region
peak_136752,6,11614314,11614476,11614364,Other,Promoter
peak_136753,6,11678853,11678995,11678923,Other,Other region
peak_136754,6,11680597,11680710,11680658,Other,Promoter
peak_136755,6,11680987,11681159,11681080,Other,Promoter
peak_136761,6,11759850,11759999,11759927,Group 2,Promoter
peak_136762,6,11760667,11760817,11760726,Other,Promoter
peak_136763,6,11767462,11767604,11767535,Group 1,Active enhancer
peak_136764a,6,11767708,11768127,11767871,Group 1,Promoter
peak_136767,6,11779705,11779866,11779783,Other,Promoter
peak_136768,6,11779958,11780124,11780033,Other,Promoter
peak_136769b,6,11785615,11785797,11785705,Group 1,Other region
peak_136773,6,11812053,11812268,11812178,Other,Promoter
peak_136775,6,11816524,11816719,11816641,Group 2,Active enhancer
peak_136776b,6,11823642,11823925,11823802,Other,Active enhancer
peak_136778a,6,11828521,11828738,11828564,Other,Active enhancer
peak_136779,6,11829745,11829902,11829831,Other,Promoter
peak_136782a,6,11838411,11838623,11838459,Group 2,Active enhancer
peak_136784,6,11876696,11876973,11876780,Other,Active enhancer
peak_136785,6,11937594,11937705,11937642,Other,Other region
